Module,DescriptionStart,DescriptionEnd,Flags,Namespace,Name,Summary
428,1005,,,,InvalidKipSegmentSize,The size of the compressed KIP segment was smaller than expected.
428,1006,,,,KipSegmentDecompressionFailed,An error occurred while decompressing a KIP segment.

428,1010,1019,,,InvalidIni,
428,1011,,,,InvalidIniFileSize,The size of the INI file was smaller than expected.
428,1012,,,,InvalidIniMagic,The magic value of the INI file was not INI1.
428,1013,,,,InvalidIniProcessCount,The INI had an invalid process count.

428,1020,1039,,,InvalidPackage2,
428,1021,,,,InvalidPackage2HeaderSignature,
428,1022,,,,InvalidPackage2MetaSizeA,
428,1023,,,,InvalidPackage2MetaSizeB,
428,1024,,,,InvalidPackage2MetaKeyGeneration,
428,1025,,,,InvalidPackage2MetaMagic,
428,1026,,,,InvalidPackage2MetaEntryPointAlignment,
428,1027,,,,InvalidPackage2MetaPayloadAlignment,
428,1028,,,,InvalidPackage2MetaPayloadSizeAlignment,
428,1029,,,,InvalidPackage2MetaTotalSize,
428,1030,,,,InvalidPackage2MetaPayloadSize,
428,1031,,,,InvalidPackage2MetaPayloadsOverlap,
428,1032,,,,InvalidPackage2MetaEntryPointNotFound,
428,1033,,,,InvalidPackage2PayloadCorrupted,

428,1040,1059,,,InvalidPackage1,
428,1041,,,,InvalidPackage1SectionSize,
428,1042,,,,InvalidPackage1MarikoBodySize,
428,1043,,,,InvalidPackage1Pk11Size,

428,2000,2199,,,PreconditionViolation,
428,2001,2019,,,UnsupportedOperation,
428,2002,,,,UnsupportedCalculateMacForPackage1,The package1 type doesn't support calculating a MAC over its pk11. Only modern Erista package1s support this.

428,2050,2069,,,KeyNotFound,
428,2051,,,,Package1MacKeyNotFound,
